Title,Date,Category,Description,Url
Ông Nguyễn Hoài Anh được giới thiệu để bầu làm Chủ tịch tỉnh Thanh Hóa,2025-09-17 10:59:00,Thời sự,"Ông Nguyễn Hoài Anh, Phó bí thư Thường trực Tỉnh ủy Lâm Đồng, được Bộ Chính trị chỉ định làm Phó bí thư Tỉnh ủy Thanh Hóa và giới thiệu để HĐND bầu Chủ tịch UBND tỉnh.",https://vnexpress.net/ong-nguyen-hoai-anh-duoc-gioi-thieu-de-bau-lam-chu-tich-tinh-thanh-hoa-4939400.html
Lễ giỗ chung cho liệt sĩ thành cổ Quảng Trị,2025-09-16 21:04:00,Thời sự,"Ban Quản lý di tích tổ chức lễ giỗ chung cho các anh hùng liệt sĩ hy sinh trong cuộc chiến 81 ngày đêm bảo vệ thành cổ Quảng Trị, tối 16/9.",https://vnexpress.net/le-gio-chung-cho-liet-si-thanh-co-quang-tri-4939898.html
'Không vì một vụ tai nạn mà loại bỏ cây trên dải phân cách cao tốc',2025-09-16 17:15:00,Thời sự,"Nhiều chuyên gia không đồng tình loại bỏ cây xanh ở dải phân cách trên cao tốc vì cây tạo cảnh quan, giúp giảm chói đèn để tài xế quan sát an toàn vào ban đêm.",https://vnexpress.net/khong-vi-mot-vu-tai-nan-ma-loai-bo-cay-tren-dai-phan-cach-cao-toc-4939607.html
Ông Nguyễn Khắc Toàn làm Chủ tịch UBND tỉnh Khánh Hòa,2025-09-16 16:14:00,Thời sự,Phó bí thư Thường trực Tỉnh ủy Khánh Hòa Nguyễn Khắc Toàn được bầu làm Chủ tịch UBND tỉnh thay ông Trần Quốc Nam xin nghỉ công tác.,https://vnexpress.net/ong-nguyen-khac-toan-lam-chu-tich-ubnd-tinh-khanh-hoa-4936956.html
Huế lên kế hoạch xây thêm cầu bắc qua phá Tam Giang,2025-09-17 00:00:00,Thời sự,"TP Huế đang lập dự án xây cầu Vĩnh Tu, cầu thứ năm bắc qua phá Tam Giang, nối xã Quảng Điền với phường Phong Quảng, tổng kinh phí hơn 1.500 tỷ đồng.",https://vnexpress.net/hue-len-ke-hoach-xay-them-cau-bac-qua-pha-tam-giang-4939820.html
Ông Lương Nguyễn Minh Triết làm Bí thư Thành ủy Đà Nẵng nhiệm kỳ 2025-2030,2025-09-17 11:23:00,Thời sự,"Ông Lương Nguyễn Minh Triết, Bí thư Thành ủy Đà Nẵng đương nhiệm, được Bộ Chính trị chỉ định tiếp tục giữ chức Bí thư Thành ủy nhiệm kỳ 2025-2030.",https://vnexpress.net/ong-luong-nguyen-minh-triet-lam-bi-thu-thanh-uy-da-nang-nhiem-ky-2025-2030-4940136.html
"Xưởng hơn 1.000 m2 cháy lớn, một công nhân tử vong",2025-09-16 12:47:00,Thời sự,"Nhà xưởng chứa hạt sơn, nhựa ở phường Thuận Giao (Bình Dương cũ) bốc cháy dữ dội, ba công nhân kẹt lại, trong đó một nạn nhân tử vong, trưa 16/9.",https://vnexpress.net/xuong-hon-1-000-m2-chay-lon-mot-cong-nhan-tu-vong-4939686.html
Khởi công xây dựng quảng trường phía đông Hồ Gươm trước 10/10,2025-09-16 14:37:00,Thời sự,"Sau khi di dời 17 cơ quan và 42 hộ dân, quảng trường - công viên phía đông Hồ Gươm rộng 2,14 ha dự kiến được khởi công xây dựng trước 10/10.",https://vnexpress.net/khoi-cong-xay-dung-quang-truong-phia-dong-ho-guom-truoc-10-10-4939687.html
Tổng Bí thư: Việt Nam chuyển trạng thái 'quốc gia vươn lên',2025-09-16 13:04:00,Thời sự,"Tổng Bí thư Tô Lâm khẳng định Việt Nam đang chuyển từ vị thế quốc gia đi sau sang trạng thái quốc gia vươn lên, tiên phong vào những lĩnh vực mới.",https://vnexpress.net/tong-bi-thu-viet-nam-chuyen-trang-thai-quoc-gia-vuon-len-4939631.html
Cuộc gọi cầu cứu trong vụ cháy nhà xưởng làm 4 người chết,2025-09-16 15:55:00,Thời sự,"Hà Nội Nhận điện thoại cầu cứu của con dâu ở xã Thường Tín, bà Nguyễn Thị Tươi, 50 tuổi, bất lực vì ở xa, khuyên con nhảy khỏi cửa sổ thoát nạn.",https://vnexpress.net/cuoc-goi-cau-cuu-trong-vu-chay-nha-xuong-lam-4-nguoi-chet-4939690.html
Hiện trường xe tải lao vào chợ ở Quảng Trị khiến 3 người chết,2025-09-17 14:31:00,Thời sự,"Nhiều xe máy nằm la liệt, ki-ốt bị húc sập, chuối rơi vãi khắp mặt đường sau khi xe tải lao vào chợ Tân Long, xã Lao Bảo khiến 3 người chết, 9 nạn nhân bị thương.",https://vnexpress.net/hien-truong-xe-tai-lao-vao-cho-bien-gioi-quang-tri-khien-3-nguoi-chet-4940176.html
Hội nhập quốc tế phải chuyển từ 'gia nhập' sang 'định hình',2025-09-16 12:17:00,Thời sự,"Theo Quyền Bộ trưởng Ngoại giao Lê Hoài Trung, tâm thế hội nhập của Việt Nam cần chuyển từ ""gia nhập, tham gia"" sang ""chủ động xây dựng, định hình"" công việc chung của cộng đồng quốc tế.",https://vnexpress.net/hoi-nhap-quoc-te-phai-chuyen-tu-gia-nhap-sang-dinh-hinh-4939633.html
'Chính phủ cân đối được nguồn lực để miễn viện phí cơ bản cho người dân',2025-09-16 11:14:00,Thời sự,"Phó thủ tướng Lê Thành Long khẳng định Chính phủ đã tính toán kỹ, đủ khả năng cân đối ngân sách để thực hiện lộ trình miễn viện phí cơ bản trong phạm vi quyền lợi bảo hiểm y tế.",https://vnexpress.net/chinh-phu-can-doi-duoc-nguon-luc-de-mien-vien-phi-co-ban-cho-nguoi-dan-4939577.html
Đề xuất 4.300 tỷ đồng nạo vét sông Buông chống ngập khu vực Biên Hòa,2025-09-16 10:00:00,Thời sự,"Ban Quản lý dự án đầu tư xây dựng tỉnh Đồng Nai đề xuất cải tạo, nạo vét sông Buông với tổng vốn hơn 4.300 tỷ đồng chống ngập cho khu vực Trảng Bom, Biên Hòa.",https://vnexpress.net/de-xuat-4-300-ty-dong-nao-vet-song-buong-chong-ngap-khu-vuc-bien-hoa-4939557.html
Đại hội Đảng bộ cơ quan Trung ương lần đầu dùng Face ID,2025-09-17 12:06:00,Thời sự,"Đại hội đại biểu Đảng bộ các cơ quan Đảng Trung ương lần thứ I, nhiệm kỳ 2025-2030 sẽ lần đầu áp dụng nhận diện khuôn mặt Face ID để kiểm soát đại biểu tham dự.",https://vnexpress.net/dai-hoi-dang-bo-co-quan-trung-uong-lan-dau-dung-face-id-4940108.html
'Triển lãm thành tựu đất nước thành công vượt mong đợi',2025-09-15 22:31:00,Thời sự,"Theo Thủ tướng Phạm Minh Chính, triển lãm ""80 năm hành trình Độc lập - Tự do - Hạnh phúc"" đã vượt kỳ vọng khi đón hơn 10 triệu lượt khách.",https://vnexpress.net/trien-lam-thanh-tuu-dat-nuoc-thanh-cong-vuot-mong-doi-4939448.html
Khách sạn ở Đà Nẵng bị phạt gần 600 triệu đồng,2025-09-15 20:53:00,Thời sự,Khách sạn 4 sao ChicLand Danang Beach Hotel ở Đà Nẵng bị xử phạt 564 triệu đồng vì 9 vi phạm về bảo vệ môi trường và an toàn thực phẩm.,https://vnexpress.net/khach-san-o-da-nang-bi-phat-gan-600-trieu-dong-4939439.html
Người thu nhập thấp được ưu tiên miễn viện phí,2025-09-16 17:08:00,Thời sự,"Người thuộc diện chính sách xã hội, yếu thế hoặc thu nhập thấp sẽ được ưu tiên miễn viện phí trong phạm vi quyền lợi bảo hiểm y tế, theo chương trình hành động của Chính phủ.",https://vnexpress.net/nguoi-thu-nhap-thap-duoc-uu-tien-mien-vien-phi-4939782.html
CSGT TP HCM dẫn đường cho xe chở sản phụ bị vỡ ối,2025-09-17 08:52:00,Thời sự,"Sản phụ mang song thai 33 tuần vỡ ối khi đang trên đường từ Vĩnh Long lên TP HCM, được CSGT dùng mô tô đặc chủng dẫn đoạn đường 7 km để vào bệnh viện.",https://vnexpress.net/csgt-tp-hcm-dan-duong-cho-xe-cho-san-phu-bi-vo-oi-4940009.html
Nguyên Bộ trưởng Lê Huy Ngọ qua đời,2025-09-16 18:41:00,Thời sự,"Ông Lê Huy Ngọ, nguyên Bộ trưởng Nông nghiệp và Phát triển nông thôn (nay là Bộ Nông nghiệp và Môi trường), từ trần sáng 16/9 tại nhà riêng ở Hà Nội, hưởng thọ 88 tuổi.",https://vnexpress.net/nguyen-bo-truong-le-huy-ngo-qua-doi-4939860.html
"Mưa lớn gây lũ ở Khánh Hòa, Lâm Đồng",2025-09-15 19:25:00,Thời sự,"Mưa lớn tại Khánh Hòa và Lâm Đồng gây lũ cuồn cuộn, làm hư hại hoa màu và cuốn lượng lớn cát đỏ tràn ngập quốc lộ 1.",https://vnexpress.net/mua-lon-gay-lu-o-khanh-hoa-lam-dong-4939417.html
Cục CSGT đề xuất không trồng cây xanh ở dải phân cách cao tốc,2025-09-15 21:15:00,Thời sự,"Cục CSGT kiến nghị bỏ cây xanh ở dải phân cách cao tốc, chỉ dùng lưới chống chói, sau tai nạn liên hoàn liên quan xe bồn tưới cây trên tuyến Cầu Giẽ - Ninh Bình.",https://vnexpress.net/cuc-csgt-de-xuat-khong-trong-cay-xanh-o-dai-phan-cach-cao-toc-4939396.html
Bốn người tử vong trong nhà xưởng cháy ở Hà Nội,2025-09-16 08:42:00,Thời sự,Vợ chồng và hai con nhỏ tử vong khi xưởng cơ khí quây tôn ở xã Thường Tín bốc cháy ngùn ngụt rạng sáng 16/9.,https://vnexpress.net/bon-nguoi-tu-vong-trong-nha-xuong-chay-o-ha-noi-4939524.html
Đề xuất đầu tư hơn 152.000 tỷ đồng mở rộng cao tốc Bắc Nam,2025-09-15 17:07:00,Thời sự,"Bộ Xây dựng vừa đề xuất Chính phủ phương án đầu tư mở rộng 18 đoạn tuyến cao tốc Bắc Nam với tổng đầu tư hơn 152.000 tỷ đồng, theo phương thức PPP.",https://vnexpress.net/de-xuat-dau-tu-hon-152-000-ty-dong-mo-rong-cao-toc-bac-nam-4939291.html
Đồng Nai đề xuất xây nút giao nối cao tốc với khu công nghiệp 410 ha,2025-09-15 14:50:00,Thời sự,Tỉnh Đồng Nai kiến nghị Bộ Xây dựng và Tài chính cho xây nút giao 319 trên cao tốc TP HCM - Long Thành - Dầu Giây để kết nối Khu công nghiệp công nghệ cao 410 ha.,https://vnexpress.net/dong-nai-de-xuat-xay-nut-giao-noi-cao-toc-voi-khu-cong-nghiep-410-ha-4939262.html
"Thủ tướng: Lập Quỹ học bổng quốc gia, tăng chi cho giáo dục",2025-09-16 10:42:00,Thời sự,"Thủ tướng Phạm Minh Chính cho biết Chính phủ sẽ lập Quỹ học bổng quốc gia và tăng chi ngân sách cho giáo dục, nhằm tạo đột phá chiến lược trong đào tạo nhân lực.",https://vnexpress.net/thu-tuong-lap-quy-hoc-bong-quoc-gia-tang-chi-cho-giao-duc-4939531.html
Ông Trần Lưu Quang: 'TP HCM sẽ có sự thay đổi lớn về cán bộ',2025-09-15 15:25:00,Thời sự,"Sắp tới, TP HCM sẽ có thay đổi lớn về cán bộ, ưu tiên chọn người phù hợp, dân chủ, không bảo thủ, theo Bí thư Thành ủy Trần Lưu Quang.",https://vnexpress.net/ong-tran-luu-quang-tp-hcm-se-co-su-thay-doi-lon-ve-can-bo-4939285.html
Người đàn ông bị lạc hai ngày trong Vườn quốc gia Cát Tiên,2025-09-15 18:09:00,Thời sự,"Lâm Đồng Ông Nguyễn Hữu Hà bị lạc hai ngày khi vào rừng Vườn quốc gia Cát Tiên hái nấm, được lực lượng chức năng tìm thấy trong tình trạng mệt lả, hoảng loạn.",https://vnexpress.net/nguoi-dan-ong-bi-lac-hai-ngay-trong-vuon-quoc-gia-cat-tien-4939408.html
Đề xuất làm vành đai phía Tây Cần Thơ kinh phí 8.100 tỷ đồng,2025-09-15 14:08:00,Thời sự,"Thành phố dự kiến đầu tư khoảng 8.100 tỷ đồng để xây thêm 17 km đường vành đai phía Tây, nối quốc lộ 91, quốc lộ 80 và cao tốc Lộ Tẻ – Rạch Sỏi.",https://vnexpress.net/de-xuat-lam-vanh-dai-phia-tay-can-tho-kinh-phi-8-100-ty-dong-4939256.html
TP HCM sẽ tái lập Sở Quy hoạch - Kiến trúc,2025-09-15 12:40:00,Thời sự,"TP HCM sẽ tách chức năng quy hoạch, kiến trúc ra khỏi Sở Xây dựng để thành lập sở mới nhằm đáp ứng yêu cầu của thành phố sau sáp nhập.",https://vnexpress.net/tp-hcm-se-tai-lap-so-quy-hoach-kien-truc-4939231.html
Hầm chui 830 tỷ đồng ở cửa ngõ Nam Sài Gòn chi chít 'ổ gà',2025-09-15 11:01:00,Thời sự,"Hai nhánh hầm chui Nguyễn Văn Linh - Nguyễn Hữu Thọ (quận 7 cũ) xuất hiện nhiều ""ổ gà"", điểm sụt lún, trồi nhựa tạo sóng mấp mô sau hơn 9 tháng khai thác.",https://vnexpress.net/ham-chui-830-ty-dong-o-cua-ngo-nam-sai-gon-chi-chit-o-ga-4939162.html
Bốn xe va chạm trên cao tốc Cầu Giẽ - Ninh Bình,2025-09-15 12:54:00,Thời sự,"Bốn phương tiện gồm xe bồn tưới nước, xe khách 9 chỗ, bán tải và xe khách 30 chỗ va chạm liên hoàn trên cao tốc Cầu Giẽ - Ninh Bình làm 8 người bị thương.",https://vnexpress.net/bon-xe-va-cham-tren-cao-toc-cau-gie-ninh-binh-4939174.html
Việt Nam - Nga tăng cường hợp tác hải quân,2025-09-15 20:36:00,Thời sự,"Đại tướng Phan Văn Giang và Chủ tịch Hội đồng Biển Nga Nicolai Patrushev thống nhất thúc đẩy hợp tác hải quân, giáo dục, đào tạo và nghiên cứu khoa học biển.",https://vnexpress.net/viet-nam-nga-tang-cuong-hop-tac-hai-quan-4939431.html
Đường sắt bán vé tàu Tết từ 20/9,2025-09-15 10:50:00,Thời sự,"Từ 8h ngày 20/9, ngành đường sắt mở bán vé tàu Tết Bính Ngọ 2026 trên các kênh, mỗi hành khách được mua tối đa 10 vé.",https://vnexpress.net/duong-sat-ban-ve-tau-tet-tu-20-9-4939147.html
"Tổng Bí thư: Tự chủ khí tài, nâng cao sức mạnh quốc phòng",2025-09-15 12:55:00,Thời sự,"Tổng Bí thư Tô Lâm yêu cầu Quân đội phát triển đội ngũ nhà khoa học đầu ngành, làm chủ công nghệ nền và công nghệ lõi để nghiên cứu, chế tạo vũ khí, khí tài hiện đại.",https://vnexpress.net/tong-bi-thu-tu-chu-khi-tai-nang-cao-suc-manh-quoc-phong-4939225.html
Bà Văn Thị Bạch Tuyết làm Phó bí thư Thành ủy TP HCM,2025-09-15 08:33:00,Thời sự,"Bà Văn Thị Bạch Tuyết, 49 tuổi, Trưởng ban Tổ chức Thành ủy được Bộ Chính trị chỉ định giữ chức Phó bí thư Thành ủy TP HCM.",https://vnexpress.net/ba-van-thi-bach-tuyet-lam-pho-bi-thu-thanh-uy-tp-hcm-4939049.html
Nỗ lực cứu con bị ung thư của người mẹ đơn thân,2025-09-15 00:12:00,Đời sống,"Lâm Đồng Hai năm sau ly hôn, chị Lê Thị Can thêm một lần như rơi xuống hố sâu không đáy khi con trai lớn chẩn đoán mắc ung thư.",https://vnexpress.net/no-luc-cuu-con-bi-ung-thu-cua-nguoi-me-don-than-4938397.html
Người dân không cần xuất trình giấy tờ đã có trên VNeID,2025-09-14 15:39:00,Thời sự,"Thủ tướng yêu cầu cán bộ, công chức, viên chức khi làm thủ tục hành chính không được yêu cầu công dân nộp, xuất trình giấy tờ đã có thông tin tích hợp trên ứng dụng VNeID.",https://vnexpress.net/nguoi-dan-khong-can-xuat-trinh-giay-to-da-co-tren-vneid-4938888.html
Lâm Đồng công bố bảo vật quốc gia tượng Avalokitesvara,2025-09-14 10:50:00,Thời sự,"Tượng Avalokitesvara bằng đá sa thạch, cao 61 cm, nặng 13 kg, niên đại thế kỷ VIII-IX, kiệt tác nghệ thuật Chămpa, được công nhận là bảo vật quốc gia.",https://vnexpress.net/lam-dong-cong-bo-bao-vat-quoc-gia-tuong-avalokitesvara-4938788.html
Metro Bến Thành - Suối Tiên dừng bán vé giấy ở 4 nhà ga,2025-09-15 09:47:00,Thời sự,"TP HCM Tuyến tàu điện dừng bán vé giấy tại ga Nhà hát thành phố, Ba Son, Văn Thánh và Phước Long từ 15/9, nhằm giảm thời gian chờ, hạn chế dùng tiền mặt.",https://vnexpress.net/metro-ben-thanh-suoi-tien-dung-ban-ve-giay-o-4-nha-ga-4939100.html
Ngôi trường sót lại sau cuộc chiến 81 ngày đêm ở Quảng Trị,2025-09-15 00:00:00,Thời sự,"Trong 81 ngày đêm năm 1972 bảo vệ thành cổ, nhà cửa, cơ sở hạ tầng ở thị xã Quảng Trị gần như bị san phẳng, riêng trường Bồ Đề không đổ sập.",https://vnexpress.net/ngoi-truong-sot-lai-sau-cuoc-chien-81-ngay-dem-o-quang-tri-4938832.html
Hơn 400 hiện vật vàng thời Vương quốc Phù Nam tìm thấy ở miền Tây,2025-09-14 05:00:00,Thời sự,"Đồng Tháp Nhiều đợt khai quật ở Di tích quốc gia Gò Tháp tìm thấy hàng trăm hiện vật vàng với kỹ thuật chế tác tinh xảo, thuộc nền văn hoá Óc Eo, Vương quốc Phù Nam xưa.",https://vnexpress.net/hon-400-hien-vat-vang-thoi-vuong-quoc-phu-nam-tim-thay-o-mien-tay-4938508.html
Tạm đình chỉ nhiệm vụ đại biểu Quốc hội với ông Trần Văn Thức,2025-09-15 15:51:00,Thời sự,"Thường vụ Quốc hội quyết định cho phép khởi tố, bắt tạm giam, khám xét và tạm đình chỉ việc thực hiện nhiệm vụ, quyền hạn đại biểu Quốc hội đối với ông Trần Văn Thức, đại biểu khóa 15.",https://vnexpress.net/tam-dinh-chi-nhiem-vu-dai-bieu-quoc-hoi-voi-ong-tran-van-thuc-4939328.html
Tổng Bí thư: Không để dữ liệu bị chiếm lĩnh,2025-09-13 18:18:00,Thời sự,"Tổng Bí thư Tô Lâm yêu cầu các cơ quan, ngành, mọi cá nhân chú trọng xây dựng, nuôi dưỡng nguồn dữ liệu và bảo mật chặt chẽ, tránh để lộ bí mật hay bị chiếm lĩnh.",https://vnexpress.net/tong-bi-thu-khong-de-du-lieu-bi-chiem-linh-4938708.html
Bàn giao 6 ha đất nhiễm dioxin sân bay Biên Hòa đã làm sạch,2025-09-15 11:30:00,Thời sự,"Đồng Nai Sau 6 năm triển khai dự án, nhiều diện tích đất nhiễm dioxin tại sân bay Biên Hòa được xử lý sạch, dự kiến toàn bộ công trình hoàn thành vào năm 2030.",https://vnexpress.net/ban-giao-6-ha-dat-nhiem-dioxin-san-bay-bien-hoa-da-lam-sach-4939138.html
"Triển lãm thành tựu đất nước đón 1,3 triệu lượt khách một ngày",2025-09-14 14:40:00,Thời sự,"Triển lãm thành tựu đất nước 80 năm đón 1,3 triệu lượt khách trong ngày 13/9, dự kiến đạt 10 triệu lượt sau 19 ngày mở cửa, theo Ban tổ chức.",https://vnexpress.net/trien-lam-thanh-tuu-dat-nuoc-don-1-3-trieu-luot-khach-mot-ngay-4938834.html
